"","centroid_latitude","centroid_longitude","census_tract"
"133",41.899155613,-87.626210532,17031081201
"134",41.902788048,-87.62614559,17031081202
"135",41.898331794,-87.620762865,17031081300
"136",41.89503345,-87.619710672,17031081401
"137",41.891971508,-87.612945414,17031081402
"138",41.890922026,-87.618868355,17031081403
"139",41.892507781,-87.626214906,17031081500
"140",41.892072635,-87.628874157,17031081600
"141",41.892042136,-87.63186395,17031081700
"142",41.89321636,-87.63784421,17031081800
"143",41.897983898,-87.641491533,17031081900
"144",42.015254739,-87.813587865,17031090100
"145",42.005608023,-87.81309813,17031090200
"146",41.999110415,-87.816332353,17031090300
"147",41.9895838,-87.78301328,17031100100
"148",41.995603135,-87.794269296,17031100200
"149",41.988702646,-87.804404812,17031100300
"150",41.988967384,-87.818041831,17031100400
"151",41.978068292,-87.819789114,17031100500
"152",41.979204551,-87.797398984,17031100600
"153",41.972132119,-87.7976349,17031100700
"154",41.985916382,-87.768970241,17031110100
"155",41.975280926,-87.783238034,17031110300
"156",41.9729552,-87.772616911,17031110400
"157",41.977002304,-87.761924979,17031110501
"158",41.970288894,-87.759857019,17031110502
"159",42.002015464,-87.774994789,17031120100
"160",41.994498038,-87.757597486,17031120200
"161",41.991119555,-87.74005519,17031120300
"162",41.977322582,-87.752223368,17031120400
"163",41.990064253,-87.72396783,17031130100
"164",41.980843616,-87.736083927,17031130200
"165",41.986558181,-87.713368804,17031130300
"166",41.971142808,-87.705776701,17031140100
"167",41.970244982,-87.713435328,17031140200
"168",41.969205937,-87.723168974,17031140301
"169",41.97153938,-87.738937205,17031140400
"170",41.965362587,-87.731832739,17031140500
"171",41.964647733,-87.725891015,17031140601
"172",41.964652354,-87.721016769,17031140602
"173",41.963115755,-87.713229335,17031140702
"174",41.964506955,-87.70273347,17031140800
"175",41.960675697,-87.752409137,17031150200
"176",41.960518218,-87.762285982,17031150300
"177",41.964474648,-87.781964023,17031150501
"178",41.949591689,-87.761958275,17031150700
"179",41.949709077,-87.752118415,17031150800
"180",41.942488155,-87.747154322,17031151002
"181",41.942290555,-87.761717721,17031151100
"182",41.964636199,-87.742787877,17031160100
"183",41.958797863,-87.738393906,17031160200
"184",41.957264108,-87.730898785,17031160300
"185",41.957360691,-87.722822251,17031160400
"186",41.959210185,-87.712973172,17031160501
"187",41.955584115,-87.713090057,17031160502
"188",41.959526791,-87.702098541,17031160601
"189",41.955771787,-87.701213104,17031160602
"190",41.950404411,-87.702007128,17031160700
"191",41.950212096,-87.712814232,17031160800
"192",41.950077635,-87.722610871,17031160900
"193",41.949974454,-87.730684255,17031161000
"194",41.949876432,-87.738141891,17031161100
"195",41.942554228,-87.738569226,17031161200
"196",41.942699578,-87.731002484,17031161300
"197",41.955859258,-87.794816994,17031170100
"198",41.949125166,-87.796828047,17031170300
"199",41.935113935,-87.751648958,17031190200
"200",41.934986854,-87.761463375,17031190300
"201",41.934728072,-87.780952919,17031190401
"202",41.934860006,-87.771231925,17031190402
"203",41.927560895,-87.770737328,17031190602
"204",41.926163105,-87.761039875,17031190702
"205",41.927920729,-87.744107377,17031190900
"206",41.920126404,-87.760788911,17031191200
"207",41.920152784,-87.780270163,17031191301
"208",41.935058153,-87.737619998,17031200100
"209",41.92785319,-87.735625949,17031200200
"210",41.923478945,-87.734142469,17031200300
"211",41.942872538,-87.701330291,17031210100
"212",41.935745058,-87.730301758,17031210400
"213",41.937401794,-87.722330298,17031210501
"214",41.93749397,-87.709987338,17031210601
"215",41.933675988,-87.712357476,17031210602
"216",41.935706471,-87.703854544,17031210700
"217",41.93573609,-87.698946916,17031210800
"218",41.935438915,-87.693325868,17031210900
"219",41.928464984,-87.695086675,17031220300
"220",41.928431564,-87.699968591,17031220400
"221",41.928391397,-87.704907236,17031220500
"222",41.92556723,-87.712327602,17031220601
"223",41.929329713,-87.711974254,17031220602
"224",41.926155817,-87.721564501,17031220701
"225",41.929759047,-87.724267094,17031220702
"226",41.920960866,-87.715252818,17031221000
"227",41.921019607,-87.710359144,17031221100
"228",41.921084583,-87.704648384,17031221200
"229",41.921125914,-87.699754406,17031221300
"230",41.920801704,-87.694532342,17031221400
"231",41.921647132,-87.689951469,17031221500
"232",41.921273105,-87.68508211,17031221600
"233",41.915909788,-87.68382594,17031222200
"234",41.915613238,-87.704479575,17031222600
"235",41.915496209,-87.710195634,17031222700
"236",41.915540408,-87.720099356,17031222900
"237",41.911788858,-87.721509703,17031230400
"238",41.911666588,-87.733950998,17031230500
"239",41.90616787,-87.733857019,17031230600
"240",41.906322711,-87.721538294,17031230700
"241",41.906683959,-87.710353935,17031230900
"242",41.891754203,-87.718670795,17031231500
"243",41.912431869,-87.670189148,17031240200
"244",41.912364354,-87.675062757,17031240300
"245",41.911972301,-87.683642922,17031240500
"246",41.91213208,-87.689711275,17031240600
"247",41.912084382,-87.6945983,17031240700
"248",41.912073493,-87.69947972,17031240800
"249",41.904712,-87.701884559,17031240900
"250",41.906638542,-87.689579834,17031241100
"251",41.906707792,-87.684685949,17031241200
"252",41.906771332,-87.681025231,17031241300
"253",41.906025969,-87.675311622,17031241400
"254",41.908378669,-87.670945075,17031241500
"255",41.906650766,-87.66533766,17031241600
"256",41.899737388,-87.664953917,17031242000
"257",41.89967018,-87.669837798,17031242100
"258",41.899589796,-87.674719134,17031242200
"259",41.899506548,-87.679600287,17031242300
"260",41.899422254,-87.684490122,17031242400
"261",41.899445769,-87.68931919,17031242500
"262",41.900560384,-87.69419737,17031242600
"263",41.897425765,-87.699374404,17031242700
"264",41.891948382,-87.689125909,17031242800
"265",41.892196429,-87.6842894,17031242900
"266",41.892276708,-87.679397479,17031243000
"267",41.892355048,-87.674506788,17031243100
"268",41.892433156,-87.66962393,17031243200
"269",41.892493167,-87.664745836,17031243300
"270",41.892536872,-87.659864318,17031243400
"271",41.892658108,-87.652534484,17031243500
"272",41.914602365,-87.796815518,17031250500
"273",41.905820977,-87.760812989,17031250700
"274",41.906186104,-87.751474332,17031250800
"275",41.891085423,-87.760349386,17031251500
"276",41.88414467,-87.747874339,17031251800
"277",41.88366198,-87.769881551,17031252000
"278",41.875497508,-87.769553332,17031252101
"279",41.876592883,-87.759812628,17031252102
"280",41.876696287,-87.752105235,17031252201
"281",41.876762131,-87.744575567,17031252202
"282",41.877044213,-87.732888794,17031260600
"283",41.87730462,-87.708453004,17031271300
"284",41.877243754,-87.713331464,17031271400
"285",41.871786472,-87.713156335,17031271500
"286",41.885300022,-87.642808466,17031280100
"287",41.886005786,-87.671873941,17031280400
"288",41.87864409,-87.685131831,17031280900
"289",41.879255084,-87.642648998,17031281900
"290",41.870268722,-87.684913926,17031282800
"291",41.869274453,-87.664047241,17031283100
"292",41.86958386,-87.659204671,17031283200
"293",41.863422684,-87.653756619,17031283800
"294",41.856658614,-87.715732633,17031292200
"295",41.855103967,-87.732245404,17031292500
"296",41.856309817,-87.644209287,17031310200
"297",41.856144105,-87.648978324,17031310300
"298",41.855250088,-87.654739492,17031310500
"299",41.856333217,-87.659564239,17031310600
"300",41.855934366,-87.668574537,17031310800
"301",41.855806171,-87.674690588,17031310900
"302",41.884987192,-87.620992913,17031320100
"303",41.877406123,-87.621971652,17031320400
"304",41.870607372,-87.622172937,17031320600
"305",41.859349715,-87.617358006,17031330100
"306",41.861280847,-87.630580061,17031330200
"307",41.841875281,-87.632028593,17031340400
"308",41.834480698,-87.632959635,17031340500
"309",41.827437232,-87.632558769,17031340600
"310",41.841691119,-87.612563947,17031350100
"311",41.841928026,-87.62836651,17031350400
"312",41.834673598,-87.610834737,17031351000
"313",41.827788762,-87.614187029,17031351100
"314",41.827400252,-87.624088952,17031351400
"315",41.827274669,-87.627746472,17031351500
"316",41.826894162,-87.609878598,17031360200
"317",41.820197888,-87.610100105,17031380100
"318",41.820574395,-87.614986476,17031380200
"319",41.820104691,-87.627800705,17031380500
"320",41.813806336,-87.623768046,17031380700
"321",41.808511513,-87.61399945,17031381200
"322",41.807617617,-87.621436144,17031381400
"323",41.81019291,-87.622862362,17031381500
"324",41.803850785,-87.621219989,17031381800
"325",41.803945897,-87.613916853,17031381900
"326",41.813201295,-87.593561288,17031390100
"327",41.813041382,-87.599476602,17031390200
"328",41.813200941,-87.604209222,17031390300
"329",41.805924969,-87.604058625,17031390400
"330",41.805978405,-87.599198985,17031390500
"331",41.806021704,-87.594347985,17031390600
"332",41.805911699,-87.587479258,17031390700
"333",41.792136084,-87.610939349,17031400300
"334",41.791126085,-87.618321622,17031400400
"335",41.79104166,-87.623179577,17031400500
"336",41.782863454,-87.620558342,17031400800
"337",41.801226836,-87.58530316,17031410100
"338",41.801671037,-87.594265698,17031410200
"339",41.797827019,-87.603745765,17031410500
"340",41.797971191,-87.598944513,17031410600
"341",41.798041716,-87.594196627,17031410700
"342",41.797965209,-87.589607031,17031410800
"343",41.797153425,-87.582365702,17031410900
"344",41.790506261,-87.583143717,17031411000
"345",41.790447899,-87.590431128,17031411100
"346",41.790566628,-87.594015444,17031411200
"347",41.783034178,-87.582630304,17031420100
"348",41.783459917,-87.593536895,17031420200
"349",41.783224518,-87.598697371,17031420300
"350",41.783170859,-87.603558887,17031420400
"351",41.783100725,-87.608426502,17031420500
"352",41.783014197,-87.613278178,17031420600
"353",41.776910545,-87.603257164,17031420800
"354",41.770662228,-87.608945523,17031421200
"355",41.769784724,-87.573951955,17031430101
"356",41.768601101,-87.565823879,17031430102
"357",41.769690466,-87.581349509,17031430200
"358",41.769648264,-87.589323366,17031430300
"359",41.762165122,-87.590285732,17031430400
"360",41.764243459,-87.581271017,17031430500
"361",41.764359702,-87.57134203,17031430600
"362",41.764642515,-87.563584812,17031430700
"363",41.760750446,-87.571298655,17031430800
"364",41.760641037,-87.581185561,17031430900
"365",41.755301636,-87.571184739,17031431200
"366",41.753530709,-87.560188995,17031431301
"367",41.758407902,-87.562847384,17031431302
"368",41.755961431,-87.551994147,17031431400
"369",41.748623179,-87.601315178,17031440101
"370",41.740997711,-87.601108164,17031440102
"371",41.748210512,-87.610074966,17031440201
"372",41.740960158,-87.609762143,17031440202
"373",41.743720912,-87.619542924,17031440300
"374",41.73267635,-87.619140431,17031440600
"375",41.734751821,-87.609629624,17031440700
"376",41.74194286,-87.579088816,17031450300
"377",41.74931567,-87.54669533,17031460100
"378",41.747085728,-87.557389539,17031460302
"379",41.744490643,-87.563692594,17031460400
"380",41.746883253,-87.572607305,17031460500
"381",41.735581297,-87.549284375,17031460700
"382",41.727419836,-87.546643926,17031461000
"383",41.728182061,-87.596475596,17031470100
"384",41.735248637,-87.575637348,17031480100
"385",41.735123264,-87.589897232,17031480200
"386",41.729199075,-87.587986491,17031480300
"387",41.728456029,-87.575637131,17031480400
"388",41.727560391,-87.559060286,17031480500
"389",41.725386086,-87.619143357,17031490300
"390",41.723821251,-87.611845985,17031490400
"391",41.717967256,-87.613228634,17031490500
"392",41.717963676,-87.628357254,17031490600
"393",41.71071559,-87.615285322,17031490800
"394",41.696057764,-87.61626757,17031490901
"395",41.703280265,-87.615326494,17031490902
"396",41.699756685,-87.628085282,17031491000
"397",41.699759357,-87.637730426,17031491100
"398",41.689123437,-87.616821638,17031491400
"399",41.714674946,-87.594933092,17031500100
"400",41.700888797,-87.600092686,17031500200
"401",41.6893166,-87.605371627,17031500300
"402",41.713177561,-87.549963324,17031510100
"403",41.7142705,-87.560057256,17031510200
"404",41.715760907,-87.574888167,17031510300
"405",41.720463283,-87.531386257,17031520100
"406",41.713655255,-87.539915801,17031520200
"407",41.701111588,-87.539560785,17031520300
"408",41.689538084,-87.54039719,17031520600
"409",41.681855917,-87.617931053,17031530100
"410",41.681561647,-87.63239624,17031530200
"411",41.681314779,-87.651753056,17031530300
"412",41.674039614,-87.651524281,17031530400
"413",41.67427869,-87.632164641,17031530501
"414",41.663759731,-87.637304085,17031530503
"415",41.650221676,-87.599462995,17031540101
"416",41.667365304,-87.605316283,17031540102
"417",41.665167734,-87.535284961,17031550100
"418",41.651921576,-87.564929171,17031550200
"419",41.815268494,-87.741190447,17031560100
"420",41.811283526,-87.747784377,17031560200
"421",41.803907115,-87.747947899,17031560300
"422",41.804002777,-87.740613253,17031560400
"423",41.796463106,-87.757519865,17031560700
"424",41.796205914,-87.772165794,17031560800
"425",41.795760256,-87.79158835,17031560900
"426",41.788502558,-87.791503464,17031561000
"427",41.816264452,-87.718927185,17031570100
"428",41.814440937,-87.730733454,17031570200
"429",41.804147373,-87.73082849,17031570300
"430",41.828119978,-87.690754177,17031580100
"431",41.815273959,-87.709193287,17031580400
"432",41.819986313,-87.699496697,17031580501
"433",41.826663458,-87.679906706,17031590500
"434",41.840930806,-87.660617833,17031600700
"435",41.816178015,-87.675102059,17031610300
"436",41.81267837,-87.63848803,17031610800
"437",41.804771543,-87.649938221,17031611000
"438",41.797605929,-87.676862234,17031611600
"439",41.79796634,-87.71805948,17031620100
"440",41.794972168,-87.730525118,17031620200
"441",41.789501272,-87.730397152,17031620300
"442",41.789661475,-87.718220022,17031620400
"443",41.79742771,-87.689016643,17031630500
"444",41.782113893,-87.739958858,17031640100
"445",41.775680705,-87.790978576,17031640500
"446",41.776036096,-87.771428091,17031640600
"447",41.776408793,-87.751940269,17031640700
"448",41.78221697,-87.730187335,17031650200
"449",41.762246653,-87.732059026,17031650500
"450",41.783596015,-87.698392309,17031660302
"451",41.775245236,-87.707956006,17031660500
"452",41.777287225,-87.693341249,17031660600
"453",41.773848035,-87.681094663,17031660700
"454",41.773641283,-87.693265102,17031660800
"455",41.768106294,-87.698000804,17031660900
"456",41.761105744,-87.685589662,17031661000
"457",41.760818532,-87.702700841,17031661100
"458",41.76127808,-87.671001995,17031672000
"459",41.776430777,-87.637635387,17031680900
"460",41.776039769,-87.649552585,17031681000
"461",41.761166299,-87.639875541,17031681300
"462",41.761612866,-87.649208828,17031681400
"463",41.768667256,-87.628983314,17031690300
"464",41.769245058,-87.620177639,17031690400
"465",41.762142315,-87.610345837,17031690900
"466",41.76196108,-87.6200147,17031691000
"467",41.761702379,-87.629871745,17031691100
"468",41.754434171,-87.632184554,17031691200
"469",41.754679332,-87.61984499,17031691300
"470",41.754846102,-87.610168586,17031691400
"471",41.755062717,-87.600297312,17031691500
"472",41.753636532,-87.695400884,17031700100
"473",41.751337129,-87.726870174,17031700200
"474",41.745622882,-87.731711853,17031700301
"475",41.73835532,-87.731308825,17031700302
"476",41.745537571,-87.712036341,17031700401
"477",41.738228087,-87.711821395,17031700402
"478",41.746215584,-87.690340528,17031700501
"479",41.738840097,-87.688737298,17031700502
"480",41.753392416,-87.641971777,17031710100
"481",41.755174383,-87.651409132,17031710200
"482",41.754087584,-87.661106643,17031710300
"483",41.753985902,-87.670989863,17031710400
"484",41.747534263,-87.670769736,17031710500
"485",41.747660301,-87.660943066,17031710600
"486",41.747732492,-87.65593683,17031710700
"487",41.747836981,-87.648813119,17031710800
"488",41.739644828,-87.648582336,17031711000
"489",41.739502002,-87.658300394,17031711100
"490",41.740585022,-87.669835363,17031711200
"491",41.733510333,-87.667280257,17031711300
"492",41.734168738,-87.653219601,17031711400
"493",41.727604095,-87.67471379,17031720100
"494",41.713103395,-87.666083531,17031720200
"495",41.713903063,-87.677143472,17031720300
"496",41.725176903,-87.638477183,17031730100
"497",41.726835402,-87.657899292,17031730201
"498",41.726407111,-87.648546472,17031730202
"499",41.727435728,-87.664527352,17031730300
"500",41.717817416,-87.652518019,17031730400
"501",41.714252152,-87.638175067,17031730500
"502",41.71061489,-87.650581096,17031730600
"503",41.703081992,-87.65007926,17031730700
"504",41.702395112,-87.711137668,17031740200
"505",41.687238583,-87.719312893,17031740400
"506",41.695834375,-87.652031202,17031750100
"507",41.684614968,-87.671250353,17031750500
"508",41.688631665,-87.652049255,17031750600
"509",41.982272929,-87.841586432,17031760801
"510",41.975337826,-87.844359494,17031760803
"511",NA,NA,17031770201
"512",NA,NA,17031770202
"513",NA,NA,17031770300
"514",NA,NA,17031770400
"515",NA,NA,17031770500
"516",NA,NA,17031770601
"517",42.005559764,-87.901885838,17031770602
"518",41.982775009,-87.8773054,17031770700
"519",NA,NA,17031770800
"520",41.972104758,-87.844089888,17031770902
"521",NA,NA,17031800200
"522",NA,NA,17031800300
"523",NA,NA,17031800400
"524",NA,NA,17031800500
"525",NA,NA,17031800700
"526",NA,NA,17031800800
"527",NA,NA,17031801000
"528",NA,NA,17031801100
"529",NA,NA,17031801200
"530",NA,NA,17031801300
"531",NA,NA,17031801400
"532",NA,NA,17031801500
"533",NA,NA,17031801601
"534",NA,NA,17031801603
"535",NA,NA,17031801605
"536",NA,NA,17031801606
"537",NA,NA,17031801607
"538",NA,NA,17031801608
"539",NA,NA,17031801701
"540",NA,NA,17031801800
"541",NA,NA,17031801902
"542",NA,NA,17031802002
"543",NA,NA,17031802003
"544",NA,NA,17031802004
"545",NA,NA,17031802100
"546",NA,NA,17031802200
"547",NA,NA,17031802300
"548",NA,NA,17031802402
"549",NA,NA,17031802404
"550",NA,NA,17031802503
"551",NA,NA,17031802504
"552",NA,NA,17031802505
"553",NA,NA,17031802605
"554",NA,NA,17031802608
"555",NA,NA,17031802701
"556",NA,NA,17031802802
"557",NA,NA,17031802900
"558",NA,NA,17031803005
"559",NA,NA,17031803010
"560",NA,NA,17031803017
"561",NA,NA,17031803100
"562",NA,NA,17031803200
"563",NA,NA,17031803300
"564",NA,NA,17031803400
"565",NA,NA,17031803500
"566",NA,NA,17031803606
"567",NA,NA,17031803608
"568",NA,NA,17031803702
"569",NA,NA,17031803901
"570",NA,NA,17031804102
"571",NA,NA,17031804105
"572",NA,NA,17031804106
"573",NA,NA,17031804201
"574",NA,NA,17031804202
"575",NA,NA,17031804306
"576",NA,NA,17031804308
"577",NA,NA,17031804311
"578",NA,NA,17031804403
"579",NA,NA,17031804603
"580",NA,NA,17031804609
"581",NA,NA,17031804701
"582",NA,NA,17031804709
"583",NA,NA,17031804711
"584",NA,NA,17031804713
"585",NA,NA,17031804714
"586",NA,NA,17031804805
"587",NA,NA,17031804810
"588",NA,NA,17031804901
"589",NA,NA,17031804902
"590",NA,NA,17031805001
"591",NA,NA,17031805002
"592",NA,NA,17031805105
"593",NA,NA,17031805107
"594",NA,NA,17031805110
"595",NA,NA,17031805111
"596",NA,NA,17031805112
"597",NA,NA,17031805202
"598",NA,NA,17031805301
"599",NA,NA,17031805302
"600",NA,NA,17031805402
"601",NA,NA,17031805501
"602",NA,NA,17031805502
"603",NA,NA,17031805600
"604",NA,NA,17031805701
"605",NA,NA,17031805702
"606",NA,NA,17031805801
"607",NA,NA,17031805802
"608",NA,NA,17031805901
"609",NA,NA,17031805902
"610",NA,NA,17031806001
"611",NA,NA,17031806002
"612",NA,NA,17031806003
"613",NA,NA,17031806004
"614",NA,NA,17031806104
"615",NA,NA,17031806201
"616",NA,NA,17031806202
"617",NA,NA,17031806300
"618",NA,NA,17031806501
"619",NA,NA,17031806600
"620",NA,NA,17031806700
"621",NA,NA,17031806801
"622",NA,NA,17031806802
"623",NA,NA,17031806900
"624",NA,NA,17031807100
"625",NA,NA,17031807300
"626",NA,NA,17031807400
"627",NA,NA,17031807500
"628",NA,NA,17031807600
"629",NA,NA,17031807700
"630",NA,NA,17031807800
"631",NA,NA,17031807900
"632",NA,NA,17031808001
"633",NA,NA,17031808002
"634",NA,NA,17031808100
"635",NA,NA,17031808200
"636",NA,NA,17031808301
"637",NA,NA,17031808302
"638",NA,NA,17031808500
"639",NA,NA,17031808600
"640",NA,NA,17031808702
"641",NA,NA,17031808800
"642",NA,NA,17031808900
"643",NA,NA,17031809000
"644",NA,NA,17031809100
"645",NA,NA,17031809200
"646",NA,NA,17031809300
"647",NA,NA,17031809400
"648",NA,NA,17031809500
"649",NA,NA,17031809700
"650",NA,NA,17031809800
"651",NA,NA,17031809900
"652",NA,NA,17031810000
"653",NA,NA,17031810100
"654",NA,NA,17031810200
"655",NA,NA,17031810301
"656",41.980506822,-87.826676182,17031810400
"657",NA,NA,17031810502
"658",NA,NA,17031810701
"659",NA,NA,17031810702
"660",NA,NA,17031810900
"661",NA,NA,17031811000
"662",NA,NA,17031811100
"663",NA,NA,17031811200
"664",NA,NA,17031811301
"665",NA,NA,17031811302
"666",NA,NA,17031811401
"667",NA,NA,17031811402
"668",NA,NA,17031811600
"669",NA,NA,17031811702
"670",NA,NA,17031811800
"671",NA,NA,17031811900
"672",NA,NA,17031812000
"673",NA,NA,17031812100
"674",NA,NA,17031812200
"675",NA,NA,17031812301
"676",NA,NA,17031812302
"677",NA,NA,17031812400
"678",NA,NA,17031812500
"679",NA,NA,17031812600
"680",NA,NA,17031812700
"681",NA,NA,17031812801
"682",NA,NA,17031812802
"683",NA,NA,17031812900
"684",NA,NA,17031813000
"685",NA,NA,17031813100
"686",NA,NA,17031813200
"687",NA,NA,17031814200
"688",NA,NA,17031814800
"689",NA,NA,17031815701
"690",NA,NA,17031815702
"691",NA,NA,17031815800
"692",NA,NA,17031815900
"693",NA,NA,17031816100
"694",NA,NA,17031816200
"695",NA,NA,17031816401
"696",NA,NA,17031816600
"697",NA,NA,17031817400
"698",NA,NA,17031817500
"699",NA,NA,17031817900
"700",NA,NA,17031818200
"701",NA,NA,17031818402
"702",NA,NA,17031818500
"703",NA,NA,17031818600
"704",NA,NA,17031818700
"705",NA,NA,17031818900
"706",NA,NA,17031819000
"707",NA,NA,17031819100
"708",NA,NA,17031819200
"709",NA,NA,17031819400
"710",NA,NA,17031819600
"711",NA,NA,17031819700
"712",NA,NA,17031819801
"713",NA,NA,17031819900
"714",NA,NA,17031820000
"715",NA,NA,17031820101
"716",NA,NA,17031820104
"717",NA,NA,17031820201
"718",NA,NA,17031820202
"719",NA,NA,17031820300
"720",NA,NA,17031820501
"721",NA,NA,17031820502
"722",NA,NA,17031820604
"723",NA,NA,17031820800
"724",NA,NA,17031820901
"725",NA,NA,17031820902
"726",NA,NA,17031821401
"727",41.660493246,-87.646958132,17031821402
"728",NA,NA,17031821600
"729",NA,NA,17031821900
"730",NA,NA,17031822101
"731",NA,NA,17031822102
"732",NA,NA,17031822500
"733",NA,NA,17031822601
"734",NA,NA,17031822602
"735",NA,NA,17031822801
"736",NA,NA,17031823200
"737",NA,NA,17031823702
"738",NA,NA,17031823703
"739",NA,NA,17031823705
